id	value
1330	55860
1331	55886
1332	55912
1333	55938
1334	55965
1335	55991
1336	56017
1337	56043
1338	56069
1339	56095
1340	56121
1341	56147
1342	56173
1343	56199
1344	56225
1345	56250
1346	56276
1347	56302
1348	56328
1349	56353
1350	56379
1351	56404
1352	56430
1353	56456
1354	56481
1355	56507
1356	56532
1357	56557
1358	56583
1359	56608
1360	56633
1361	56659
1362	56684
1363	56709
1364	56734
1365	56760
1366	56785
1367	56810
1368	56835
1369	56860
1370	56885
1371	56910
1372	56935
1373	56959
1374	56984
1375	57009
1376	57034
1377	57059
1378	57083
1379	57108
1380	57133
1381	57157
1382	57182
1383	57206
1384	57231
1385	57255
1386	57280
1387	57304
1388	57329
1389	57353
1390	57377
1391	57402
1392	57426
1393	57450
1394	57474
1395	57498
1396	57522
1397	57546
1398	57570
1399	57594
1400	57618
1401	57642
1402	57666
1403	57690
1404	57714
1405	57738
1406	57762
1407	57785
1408	57809
1409	57833
1410	57856
1411	57880
1412	57903
1413	57927
1414	57950
1415	57974
1416	57997
1417	58021
1418	58044
1419	58067
1420	58091
1421	58114
1422	58137
1423	58160
1424	58183
1425	58207
1426	58230
1427	58253
1428	58276
1429	58299
1430	58322
1431	58345
1432	58367
